80D4F6 20 30 D5    JSR $D530     [80D530] A:0E01 X:0000 Y:0027 S:0133 D:0E68 DB:86 nvMXdizC V:248 H:198 F:18
						849490 FC A9 94    JSR ($94A9,X) [8494A9] A:0000 X:0000 Y:01A3 S:0122 D:0000 DB:86 nVMxdiZc V:258 H:325 F:18

							849529 AD 1C 1F    LDA $1F1C     [861F1C] A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nVMxdiZc V:258 H:338 F:18
							84952C F0 11       BEQ $0011     [84953F] A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nVMxdiZc V:259 H:  4 F:18
							84953F A9 00       LDA #$00               A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nVMxdiZc V:259 H:  9 F:18
							849541 60          RTS                    A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nVMxdiZc V:259 H: 12 F:18

						849493 F0 0E       BEQ $000E     [8494A3] A:0000 X:0000 Y:01A3 S:0122 D:0000 DB:86 nVMxdiZc V:259 H: 22 F:18
						8494A3 A6 2C       LDX $2C       [00002C] A:0000 X:0000 Y:01A3 S:0122 D:0000 DB:86 nVMxdiZc V:259 H: 26 F:18
						8494A5 20 08 93    JSR $9308     [849308] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nVMxdizc V:259 H: 33 F:18

							849308 A5 14       LDA $14       [000014] A:0000 X:0E68 Y:01A3 S:0120 D:0000 DB:86 nVMxdizc V:259 H: 43 F:18
							84930A F0 08       BEQ $0008     [849314] A:0000 X:0E68 Y:01A3 S:0120 D:0000 DB:86 nVMxdiZc V:259 H: 48 F:18
							849314 60          RTS                    A:0000 X:0E68 Y:01A3 S:0120 D:0000 DB:86 nVMxdiZc V:259 H: 53 F:18

						8494A8 60          RTS                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nVMxdiZc V:259 H: 63 F:18

					849211 D0 2C       BNE $002C     [84923F] A:0000 X:0E68 Y:01A3 S:0124 D:0000 DB:86 nVMxdiZc V:259 H: 73 F:18
					849213 B4 20       LDY $20,X     [000E88] A:0000 X:0E68 Y:01A3 S:0124 D:0000 DB:86 nVMxdiZc V:259 H: 76 F:18
					849215 B9 05 00    LDA $0005,Y   [86C432] A:0000 X:0E68 Y:C42D S:0124 D:0000 DB:86 NVMxdizc V:259 H: 84 F:18
					849218 34 11       BIT $11,X     [000E79] A:0000 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZc V:259 H: 92 F:18
					84921A 50 03       BVC $0003     [84921F] A:0000 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZc V:259 H: 98 F:18
					84921C 49 FF       EOR #$FF               A:0000 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZc V:259 H:101 F:18
					84921E 1A          INC                    A:00FF X:0E68 Y:C42D S:0124 D:0000 DB:86 NVMxdizc V:259 H:104 F:18
					84921F 38          SEC                    A:0000 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZc V:259 H:107 F:18
					849220 F9 07 00    SBC $0007,Y   [86C434] A:0000 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZC V:259 H:110 F:18
					849223 95 29       STA $29,X     [000E91] A:00F2 X:0E68 Y:C42D S:0124 D:0000 DB:86 NvMxdizc V:259 H:118 F:18
					849225 20 73 94    JSR $9473     [849473] A:00F2 X:0E68 Y:C42D S:0124 D:0000 DB:86 NvMxdizc V:259 H:124 F:18

						849473 A9 F7       LDA #$F7               A:00F2 X:0E68 Y:C42D S:0122 D:0000 DB:86 NvMxdizc V:259 H:144 F:18
						849475 35 2B       AND $2B,X     [000E93] A:00F7 X:0E68 Y:C42D S:0122 D:0000 DB:86 NvMxdizc V:259 H:147 F:18
						849477 95 2B       STA $2B,X     [000E93] A:0000 X:0E68 Y:C42D S:0122 D:0000 DB:86 nvMxdiZc V:259 H:154 F:18
						849479 20 B3 90    JSR $90B3     [8490B3] A:0000 X:0E68 Y:C42D S:0122 D:0000 DB:86 nvMxdiZc V:259 H:160 F:18

							8490B3 0B          PHD                    A:0000 X:0E68 Y:C42D S:0120 D:0000 DB:86 nvMxdiZc V:259 H:170 F:18
							8490B4 DA          PHX                    A:0000 X:0E68 Y:C42D S:011E D:0000 DB:86 nvMxdiZc V:259 H:177 F:18
							8490B5 08          PHP                    A:0000 X:0E68 Y:C42D S:011C D:0000 DB:86 nvMxdiZc V:259 H:184 F:18
							8490B6 E2 20       SEP #$20               A:0000 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdiZc V:259 H:189 F:18
							8490B8 C2 10       REP #$10               A:0000 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdiZc V:259 H:194 F:18
							8490BA 64 01       STZ $01       [000001] A:0000 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdiZc V:259 H:198 F:18
							8490BC B5 29       LDA $29,X     [000E91] A:0000 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdiZc V:259 H:203 F:18
							8490BE 10 02       BPL $0002     [8490C2] A:00F2 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:259 H:210 F:18
							8490C0 C6 01       DEC $01       [000001] A:00F2 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:259 H:213 F:18
							8490C2 18          CLC                    A:00F2 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:259 H:221 F:18
							8490C3 75 05       ADC $05,X     [000E6D] A:00F2 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:259 H:224 F:18
							8490C5 85 00       STA $00       [000000] A:006A X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:231 F:18
							8490C7 B5 06       LDA $06,X     [000E6E] A:006A X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:236 F:18
							8490C9 65 01       ADC $01       [000001] A:001E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:242 F:18
							8490CB 85 01       STA $01       [000001] A:001E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:247 F:18
							8490CD 64 03       STZ $03       [000003] A:001E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:252 F:18
							8490CF B5 2A       LDA $2A,X     [000E92] A:001E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:257 F:18
							8490D1 10 02       BPL $0002     [8490D5] A:00F1 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:259 H:264 F:18
							8490D3 C6 03       DEC $03       [000003] A:00F1 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:259 H:267 F:18
							8490D5 18          CLC                    A:00F1 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:259 H:275 F:18
							8490D6 75 08       ADC $08,X     [000E70] A:00F1 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:259 H:278 F:18
							8490D8 85 02       STA $02       [000002] A:0094 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:259 H:285 F:18
							8490DA 29 F0       AND #$F0               A:0094 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:259 H:290 F:18
							8490DC 85 0A       STA $0A       [00000A] A:0090 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:259 H:293 F:18
							8490DE B5 09       LDA $09,X     [000E71] A:0090 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:259 H:298 F:18
							8490E0 65 03       ADC $03       [000003] A:0001 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:304 F:18
							8490E2 85 03       STA $03       [000003] A:0001 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:309 F:18
							8490E4 85 0B       STA $0B       [00000B] A:0001 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:314 F:18
							8490E6 A5 00       LDA $00       [000000] A:0001 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:319 F:18
							8490E8 29 0F       AND #$0F               A:006A X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:324 F:18
							8490EA 1A          INC                    A:000A X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:327 F:18
							8490EB 85 0C       STA $0C       [00000C] A:000B X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:329 F:18
							8490ED A5 02       LDA $02       [000002] A:000B X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:259 H:334 F:18
							8490EF 29 0F       AND #$0F               A:0094 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:259 H:339 F:18
							8490F1 1A          INC                    A:0004 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:260 H:  2 F:18
							8490F2 85 0E       STA $0E       [00000E] A:0005 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:260 H:  5 F:18
							8490F4 C2 20       REP #$20               A:0005 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:260 H: 10 F:18
							8490F6 20 6A 91    JSR $916A     [84916A] A:0005 X:0E68 Y:C42D S:011B D:0000 DB:86 nvmxdizC V:260 H: 15 F:18

								84916A A9 00 E8    LDA #$E800             A:0005 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:260 H: 25 F:18
								84916D 85 10       STA $10       [000010] A:E800 X:0E68 Y:C42D S:0119 D:0000 DB:86 NvmxdizC V:260 H: 29 F:18
								84916F A9 7E 00    LDA #$007E             A:E800 X:0E68 Y:C42D S:0119 D:0000 DB:86 NvmxdizC V:260 H: 36 F:18
								849172 85 12       STA $12       [000012] A:007E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:260 H: 41 F:18
								849174 A5 02       LDA $02       [000002] A:007E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:260 H: 48 F:18
								849176 29 F0 00    AND #$00F0             A:0194 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:260 H: 55 F:18
								849179 0A          ASL A                  A:0090 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:260 H: 59 F:18
								84917A 85 04       STA $04       [000004] A:0120 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H: 62 F:18
								84917C A5 00       LDA $00       [000000] A:0120 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H: 69 F:18
								84917E 29 FF 00    AND #$00FF             A:1E6A X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H: 76 F:18
								849181 4A          LSR A                  A:006A X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H: 81 F:18
								849182 4A          LSR A                  A:0035 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H: 84 F:18
								849183 4A          LSR A                  A:001A X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:260 H: 87 F:18
								849184 29 FE FF    AND #$FFFE             A:000D X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H: 90 F:18
								849187 18          CLC                    A:000C X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H: 94 F:18
								849188 65 04       ADC $04       [000004] A:000C X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H: 97 F:18
								84918A 85 06       STA $06       [000006] A:012C X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:104 F:18
								84918C A5 00       LDA $00       [000000] A:012C X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:111 F:18
								84918E EB          XBA                    A:1E6A X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:118 F:18
								84918F 29 1F 00    AND #$001F             A:6A1E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:123 F:18
								849192 85 04       STA $04       [000004] A:001E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:127 F:18
								849194 A5 02       LDA $02       [000002] A:001E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:144 F:18
								849196 29 00 1F    AND #$1F00             A:0194 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:151 F:18
								849199 4A          LSR A                  A:0100 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:156 F:18
								84919A 4A          LSR A                  A:0080 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:159 F:18
								84919B 4A          LSR A                  A:0040 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:162 F:18
								84919C 18          CLC                    A:0020 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:165 F:18
								84919D 65 04       ADC $04       [000004] A:0020 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:168 F:18
								84919F A8          TAY                    A:003E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizc V:260 H:175 F:18
								8491A0 B7 10       LDA [$10],Y   [7EE83E] A:003E X:0E68 Y:003E S:0119 D:0000 DB:86 nvmxdizc V:260 H:178 F:18
								8491A2 29 FF 00    AND #$00FF             A:0005 X:0E68 Y:003E S:0119 D:0000 DB:86 nvmxdizc V:260 H:191 F:18
								8491A5 A8          TAY                    A:0005 X:0E68 Y:003E S:0119 D:0000 DB:86 nvmxdizc V:260 H:195 F:18
								8491A6 EB          XBA                    A:0005 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:260 H:198 F:18
								8491A7 0A          ASL A                  A:0500 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdiZc V:260 H:203 F:18
								8491A8 18          CLC                    A:0A00 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:260 H:206 F:18
								8491A9 65 06       ADC $06       [000006] A:0A00 X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:260 H:209 F:18
								8491AB AA          TAX                    A:0B2C X:0E68 Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:260 H:216 F:18
								8491AC 60          RTS                    A:0B2C X:0B2C Y:0005 S:0119 D:0000 DB:86 nvmxdizc V:260 H:219 F:18

							8490F9 BF 00 20 7E LDA $7E2000,X [7E2B2C] A:0B2C X:0B2C Y:0005 S:011B D:0000 DB:86 nvmxdizc V:260 H:229 F:18
							8490FD A8          TAY                    A:02BF X:0B2C Y:0005 S:011B D:0000 DB:86 nvmxdizc V:260 H:239 F:18
							8490FE AD 92 0B    LDA $0B92     [860B92] A:02BF X:0B2C Y:02BF S:011B D:0000 DB:86 nvmxdizc V:260 H:242 F:18
							849101 85 10       STA $10       [000010] A:EDC3 X:0B2C Y:02BF S:011B D:0000 DB:86 Nvmxdizc V:260 H:250 F:18
							849103 AD 94 0B    LDA $0B94     [860B94] A:EDC3 X:0B2C Y:02BF S:011B D:0000 DB:86 Nvmxdizc V:260 H:257 F:18
							849106 85 12       STA $12       [000012] A:E095 X:0B2C Y:02BF S:011B D:0000 DB:86 Nvmxdizc V:260 H:266 F:18
							849108 B7 10       LDA [$10],Y   [95F082] A:E095 X:0B2C Y:02BF S:011B D:0000 DB:86 Nvmxdizc V:260 H:273 F:18
							84910A 29 FF 00    AND #$00FF             A:0000 X:0B2C Y:02BF S:011B D:0000 DB:86 nvmxdiZc V:260 H:285 F:18
							84910D 28          PLP                    A:0000 X:0B2C Y:02BF S:011B D:0000 DB:86 nvmxdiZc V:260 H:289 F:18
							84910E FA          PLX                    A:0000 X:0B2C Y:02BF S:011C D:0000 DB:86 nvMxdiZc V:260 H:296 F:18
							84910F 2B          PLD                    A:0000 X:0E68 Y:02BF S:011E D:0000 DB:86 nvMxdizc V:260 H:304 F:18
							849110 60          RTS                    A:0000 X:0E68 Y:02BF S:0120 D:0000 DB:86 nvMxdiZc V:260 H:313 F:18

						84947C B4 05       LDY $05,X     [000E6D] A:0000 X:0E68 Y:02BF S:0122 D:0000 DB:86 nvMxdiZc V:260 H:323 F:18
						84947E 84 10       STY $10       [000010] A:0000 X:0E68 Y:1E78 S:0122 D:0000 DB:86 nvMxdizc V:260 H:330 F:18
						849480 B4 08       LDY $08,X     [000E70] A:0000 X:0E68 Y:1E78 S:0122 D:0000 DB:86 nvMxdizc V:260 H:337 F:18
						849482 84 12       STY $12       [000012] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizc V:261 H:  6 F:18
						849484 95 2E       STA $2E,X     [000E96] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizc V:261 H: 13 F:18
						849486 86 2C       STX $2C       [00002C] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizc V:261 H: 19 F:18
						849488 29 3F       AND #$3F               A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizc V:261 H: 26 F:18
						84948A 0A          ASL A                  A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:261 H: 29 F:18
						84948B EB          XBA                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:261 H: 32 F:18
						84948C A9 00       LDA #$00               A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:261 H: 37 F:18
						84948E EB          XBA                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:261 H: 40 F:18
						84948F AA          TAX                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:261 H: 44 F:18
						849490 FC A9 94    JSR ($94A9,X) [8494A9] A:0000 X:0000 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:261 H: 47 F:18

							849529 AD 1C 1F    LDA $1F1C     [861F1C] A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:261 H: 60 F:18
							84952C F0 11       BEQ $0011     [84953F] A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:261 H: 67 F:18
							84953F A9 00       LDA #$00               A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:261 H: 71 F:18
							849541 60          RTS                    A:0000 X:0000 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:261 H: 74 F:18

						849493 F0 0E       BEQ $000E     [8494A3] A:0000 X:0000 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:261 H: 84 F:18
						8494A3 A6 2C       LDX $2C       [00002C] A:0000 X:0000 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:261 H: 89 F:18
						8494A5 20 08 93    JSR $9308     [849308] A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdizc V:261 H: 96 F:18

							849308 A5 14       LDA $14       [000014] A:0000 X:0E68 Y:01A3 S:0120 D:0000 DB:86 nvMxdizc V:261 H:106 F:18
							84930A F0 08       BEQ $0008     [849314] A:0000 X:0E68 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:261 H:111 F:18
							849314 60          RTS                    A:0000 X:0E68 Y:01A3 S:0120 D:0000 DB:86 nvMxdiZc V:261 H:115 F:18

						8494A8 60          RTS                    A:0000 X:0E68 Y:01A3 S:0122 D:0000 DB:86 nvMxdiZc V:261 H:125 F:18

					849228 D0 15       BNE $0015     [84923F] A:0000 X:0E68 Y:01A3 S:0124 D:0000 DB:86 nvMxdiZc V:261 H:145 F:18
					84922A B4 20       LDY $20,X     [000E88] A:0000 X:0E68 Y:01A3 S:0124 D:0000 DB:86 nvMxdiZc V:261 H:148 F:18
					84922C B9 05 00    LDA $0005,Y   [86C432] A:0000 X:0E68 Y:C42D S:0124 D:0000 DB:86 NvMxdizc V:261 H:157 F:18
					84922F 34 11       BIT $11,X     [000E79] A:0000 X:0E68 Y:C42D S:0124 D:0000 DB:86 nvMxdiZc V:261 H:164 F:18
					849231 50 03       BVC $0003     [849236] A:0000 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZc V:261 H:171 F:18
					849233 49 FF       EOR #$FF               A:0000 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZc V:261 H:174 F:18
					849235 1A          INC                    A:00FF X:0E68 Y:C42D S:0124 D:0000 DB:86 NVMxdizc V:261 H:177 F:18
					849236 18          CLC                    A:0000 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZc V:261 H:180 F:18
					849237 79 07 00    ADC $0007,Y   [86C434] A:0000 X:0E68 Y:C42D S:0124 D:0000 DB:86 nVMxdiZc V:261 H:183 F:18
					84923A 95 29       STA $29,X     [000E91] A:000E X:0E68 Y:C42D S:0124 D:0000 DB:86 nvMxdizc V:261 H:190 F:18
					84923C 20 73 94    JSR $9473     [849473] A:000E X:0E68 Y:C42D S:0124 D:0000 DB:86 nvMxdizc V:261 H:197 F:18

						849473 A9 F7       LDA #$F7               A:000E X:0E68 Y:C42D S:0122 D:0000 DB:86 nvMxdizc V:261 H:207 F:18
						849475 35 2B       AND $2B,X     [000E93] A:00F7 X:0E68 Y:C42D S:0122 D:0000 DB:86 NvMxdizc V:261 H:210 F:18
						849477 95 2B       STA $2B,X     [000E93] A:0000 X:0E68 Y:C42D S:0122 D:0000 DB:86 nvMxdiZc V:261 H:216 F:18
						849479 20 B3 90    JSR $90B3     [8490B3] A:0000 X:0E68 Y:C42D S:0122 D:0000 DB:86 nvMxdiZc V:261 H:223 F:18

							8490B3 0B          PHD                    A:0000 X:0E68 Y:C42D S:0120 D:0000 DB:86 nvMxdiZc V:261 H:233 F:18
							8490B4 DA          PHX                    A:0000 X:0E68 Y:C42D S:011E D:0000 DB:86 nvMxdiZc V:261 H:240 F:18
							8490B5 08          PHP                    A:0000 X:0E68 Y:C42D S:011C D:0000 DB:86 nvMxdiZc V:261 H:247 F:18
							8490B6 E2 20       SEP #$20               A:0000 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdiZc V:261 H:252 F:18
							8490B8 C2 10       REP #$10               A:0000 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdiZc V:261 H:256 F:18
							8490BA 64 01       STZ $01       [000001] A:0000 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdiZc V:261 H:261 F:18
							8490BC B5 29       LDA $29,X     [000E91] A:0000 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdiZc V:261 H:266 F:18
							8490BE 10 02       BPL $0002     [8490C2] A:000E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizc V:261 H:272 F:18
							8490C2 18          CLC                    A:000E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizc V:261 H:277 F:18
							8490C3 75 05       ADC $05,X     [000E6D] A:000E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizc V:261 H:280 F:18
							8490C5 85 00       STA $00       [000000] A:0086 X:0E68 Y:C42D S:011B D:0000 DB:86 NVMxdizc V:261 H:286 F:18
							8490C7 B5 06       LDA $06,X     [000E6E] A:0086 X:0E68 Y:C42D S:011B D:0000 DB:86 NVMxdizc V:261 H:291 F:18
							8490C9 65 01       ADC $01       [000001] A:001E X:0E68 Y:C42D S:011B D:0000 DB:86 nVMxdizc V:261 H:298 F:18
							8490CB 85 01       STA $01       [000001] A:001E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizc V:261 H:303 F:18
							8490CD 64 03       STZ $03       [000003] A:001E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizc V:261 H:308 F:18
							8490CF B5 2A       LDA $2A,X     [000E92] A:001E X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizc V:261 H:313 F:18
							8490D1 10 02       BPL $0002     [8490D5] A:00F1 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:261 H:319 F:18
							8490D3 C6 03       DEC $03       [000003] A:00F1 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:261 H:322 F:18
							8490D5 18          CLC                    A:00F1 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:261 H:330 F:18
							8490D6 75 08       ADC $08,X     [000E70] A:00F1 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizc V:261 H:333 F:18
							8490D8 85 02       STA $02       [000002] A:0094 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:261 H:339 F:18
							8490DA 29 F0       AND #$F0               A:0094 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:  0 H:  4 F:19
							8490DC 85 0A       STA $0A       [00000A] A:0090 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:  0 H:  7 F:19
							8490DE B5 09       LDA $09,X     [000E71] A:0090 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:  0 H: 12 F:19
							8490E0 65 03       ADC $03       [000003] A:0001 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:  0 H: 19 F:19
							8490E2 85 03       STA $03       [000003] A:0001 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:  0 H: 24 F:19
							8490E4 85 0B       STA $0B       [00000B] A:0001 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:  0 H: 29 F:19
							8490E6 A5 00       LDA $00       [000000] A:0001 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:  0 H: 34 F:19
							8490E8 29 0F       AND #$0F               A:0086 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:  0 H: 39 F:19
							8490EA 1A          INC                    A:0006 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:  0 H: 42 F:19
							8490EB 85 0C       STA $0C       [00000C] A:0007 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:  0 H: 45 F:19
							8490ED A5 02       LDA $02       [000002] A:0007 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:  0 H: 50 F:19
							8490EF 29 0F       AND #$0F               A:0094 X:0E68 Y:C42D S:011B D:0000 DB:86 NvMxdizC V:  0 H: 55 F:19
							8490F1 1A          INC                    A:0004 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:  0 H: 58 F:19
							8490F2 85 0E       STA $0E       [00000E] A:0005 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:  0 H: 61 F:19
							8490F4 C2 20       REP #$20               A:0005 X:0E68 Y:C42D S:011B D:0000 DB:86 nvMxdizC V:  0 H: 66 F:19
							8490F6 20 6A 91    JSR $916A     [84916A] A:0005 X:0E68 Y:C42D S:011B D:0000 DB:86 nvmxdizC V:  0 H: 70 F:19

								84916A A9 00 E8    LDA #$E800             A:0005 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:  0 H: 80 F:19
								84916D 85 10       STA $10       [000010] A:E800 X:0E68 Y:C42D S:0119 D:0000 DB:86 NvmxdizC V:  0 H: 85 F:19
								84916F A9 7E 00    LDA #$007E             A:E800 X:0E68 Y:C42D S:0119 D:0000 DB:86 NvmxdizC V:  0 H: 92 F:19
								849172 85 12       STA $12       [000012] A:007E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:  0 H: 96 F:19
								849174 A5 02       LDA $02       [000002] A:007E X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:  0 H:103 F:19
								849176 29 F0 00    AND #$00F0             A:0194 X:0E68 Y:C42D S:0119 D:0000 DB:86 nvmxdizC V:  0 H:110 F:19
